qid,competition,timestamp,section,number,original_question,original_answer,original_additional_info,question,answers
AIO04-0245,第4回AI王,2023/09/01,開発用データ,245,デジタル画面で、赤・緑・青の三原色で色を表現するカラーモデルを何という？,RGB,RGBカラーモデル,デジタル画面で、赤・緑・青の三原色で色を表現するカラーモデルを何という?,"['RGB', 'RGBカラーモデル']"
AIO04-0246,第4回AI王,2023/09/01,開発用データ,246,太平洋戦争中の1943年、軍需工場を建設中に発見された、静岡市にある弥生時代の遺跡は何？,登呂遺跡,,太平洋戦争中の1943年、軍需工場を建設中に発見された、静岡市にある弥生時代の遺跡は何?,['登呂遺跡']
AIO04-0247,第4回AI王,2023/09/01,開発用データ,247,魚を姿焼きにするときに用いる、魚が泳いでいるかのようにみせる串の打ち方を何という？,踊り串,,魚を姿焼きにするときに用いる、魚が泳いでいるかのようにみせる串の打ち方を何という?,['踊り串']
AIO04-0248,第4回AI王,2023/09/01,開発用データ,248,麻しんと風しんの二種混合ワクチンのことを、アルファベット2文字を用いて何という？,MRワクチン,,麻しんと風しんの二種混合ワクチンのことを、アルファベット2文字を用いて何という?,['MRワクチン']
AIO04-0249,第4回AI王,2023/09/01,開発用データ,249,囲碁の黒石の最高級品に用いられる、三重県熊野市で産出される粘板岩は何？,那智黒石,那智黒,囲碁の黒石の最高級品に用いられる、三重県熊野市で産出される粘板岩は何?,"['那智黒石', '那智黒']"
AIO04-0250,第4回AI王,2023/09/01,開発用データ,250,オーブン、ロール、オークション、コーヒーなどの言葉の頭に共通してつく言葉は何？,ダッチ,,オーブン、ロール、オークション、コーヒーなどの言葉の頭に共通してつく言葉は何?,['ダッチ']
AIO04-0251,第4回AI王,2023/09/01,開発用データ,251,歌舞伎十八番の演目『勧進帳』で、物語の主人公として描かれている歴史上の人物は誰？,武蔵坊弁慶,弁慶,歌舞伎十八番の演目『勧進帳』で、物語の主人公として描かれている歴史上の人物は誰?,"['武蔵坊弁慶', '弁慶']"
AIO04-0252,第4回AI王,2023/09/01,開発用データ,252,694年に持統天皇の命によって建設された、日本初の本格的な都は何？,藤原京,,694年に持統天皇の命によって建設された、日本初の本格的な都は何?,['藤原京']
AIO04-0253,第4回AI王,2023/09/01,開発用データ,253,19世紀にスウェーデンで誕生した、行政に関する国民の苦情を処理する行政監察官を何という？,オンブズマン,オンブズパーソン,19世紀にスウェーデンで誕生した、行政に関する国民の苦情を処理する行政監察官を何という?,"['オンブズマン', 'オンブズパーソン']"
AIO04-0254,第4回AI王,2023/09/01,開発用データ,254,結婚記念日で結婚55年目のお祝いを、ある宝石を用いて何婚式という？,エメラルド婚式,エメラルド,結婚記念日で結婚55年目のお祝いを、ある宝石を用いて何婚式という?,"['エメラルド婚式', 'エメラルド']"
AIO04-0255,第4回AI王,2023/09/01,開発用データ,255,藤原秀郷、源為朝、那須与一は、いずれも何の武器の名手として知られる武将？,弓,,藤原秀郷、源為朝、那須与一は、いずれも何の武器の名手として知られる武将?,['弓']
AIO04-0256,第4回AI王,2023/09/01,開発用データ,256,1895年、テニスから着想を得て、アメリカのウィリアム・モルガンが考案したスポーツは何？,バレーボール,バレー,1895年、テニスから着想を得て、アメリカのウィリアム・モルガンが考案したスポーツは何?,"['バレーボール', 'バレー']"
AIO04-0257,第4回AI王,2023/09/01,開発用データ,257,昭和22年に向島区と本所区が合併して誕生した、東京スカイツリーがある東京都の区はどこ？,墨田区,,昭和22年に向島区と本所区が合併して誕生した、東京スカイツリーがある東京都の区はどこ?,['墨田区']
AIO04-0258,第4回AI王,2023/09/01,開発用データ,258,スポーツの延長戦で、どちらかのチームが先に得点を決めた時点で試合終了となる方式を「突然死」という意味で何という？,サドンデス,,スポーツの延長戦で、どちらかのチームが先に得点を決めた時点で試合終了となる方式を「突然死」という意味で何という?,['サドンデス']
AIO04-0259,第4回AI王,2023/09/01,開発用データ,259,数年に一度、太平洋赤道域の中央部から南米のペルー沿岸で観測される、海面温度が平年に比べて高くなる現象を何という？,エル・ニーニョ現象,エル・ニーニョ,数年に一度、太平洋赤道域の中央部から南米のペルー沿岸で観測される、海面温度が平年に比べて高くなる現象を何という?,"['エル・ニーニョ現象', 'エル・ニーニョ']"
AIO04-0260,第4回AI王,2023/09/01,開発用データ,260,印刷業界で、文字の大きさ、書体、配列などの視覚効果のことを、「活版印刷」という意味の英語で何という？,タイポグラフィ,タイポグラフィー,印刷業界で、文字の大きさ、書体、配列などの視覚効果のことを、「活版印刷」という意味の英語で何という?,"['タイポグラフィ', 'タイポグラフィー']"
AIO04-0261,第4回AI王,2023/09/01,開発用データ,261,1999年にテムズ川沿いに完成し、ロンドン名物となっている、高さ135mの観覧車は何？,ロンドン・アイ,,1999年にテムズ川沿いに完成し、ロンドン名物となっている、高さ135mの観覧車は何?,['ロンドン・アイ']
AIO04-0262,第4回AI王,2023/09/01,開発用データ,262,記号「∽」で表される、数学で、ある図形とそれを拡大または縮小した図形との関係を何という？,相似,,記号「∽」で表される、数学で、ある図形とそれを拡大または縮小した図形との関係を何という?,['相似']
AIO04-0263,第4回AI王,2023/09/01,開発用データ,263,発祥地であるインドの都市の名がついた、さまざまな色を用いた大柄の格子模様を何という？,マドラスチェック,,発祥地であるインドの都市の名がついた、さまざまな色を用いた大柄の格子模様を何という?,['マドラスチェック']
AIO04-0264,第4回AI王,2023/09/01,開発用データ,264,無実の罪で投獄されたエドモン・ダンテスを主人公とする、アレクサンドル・デュマの小説は何？,モンテ・クリスト伯,,無実の罪で投獄されたエドモン・ダンテスを主人公とする、アレクサンドル・デュマの小説は何?,['モンテ・クリスト伯']
AIO04-0265,第4回AI王,2023/09/01,開発用データ,265,「押しつぶされる」という意味がある、四角い部屋の中で交互にボールを打ち合うスポーツは何？,スカッシュ,,「押しつぶされる」という意味がある、四角い部屋の中で交互にボールを打ち合うスポーツは何?,['スカッシュ']
AIO04-0266,第4回AI王,2023/09/01,開発用データ,266,ボーイスカウトやガールスカウトの全国的な大会や国際的な規模の大会のことを、「お祭り騒ぎ」という意味の英語で何という？,ジャンボリー,,ボーイスカウトやガールスカウトの全国的な大会や国際的な規模の大会のことを、「お祭り騒ぎ」という意味の英語で何という?,['ジャンボリー']
AIO04-0267,第4回AI王,2023/09/01,開発用データ,267,将棋で、銀将が左上・右上・左上というようにジグザグに進むことを、ある生き物にたとえて何という？,千鳥,,将棋で、銀将が左上・右上・左上というようにジグザグに進むことを、ある生き物にたとえて何という?,['千鳥']
AIO04-0268,第4回AI王,2023/09/01,開発用データ,268,動いている物体から出る音が、近づくにつれて高く、遠ざかるにつれて低く聞こえるという現象を何という？,ドップラー効果,,動いている物体から出る音が、近づくにつれて高く、遠ざかるにつれて低く聞こえるという現象を何という?,['ドップラー効果']
AIO04-0269,第4回AI王,2023/09/01,開発用データ,269,語録、反面教師、文化大革命から連想される政治家は誰？,毛沢東,,語録、反面教師、文化大革命から連想される政治家は誰?,['毛沢東']
AIO04-0270,第4回AI王,2023/09/01,開発用データ,270,少年のころにガリバルディの赤シャツ隊に志願するも断られた経験をもつイタリアの作家で、代表作『クオレ』で知られるのは誰？,エドモンド・デ・アミーチス,アミーチス,少年のころにガリバルディの赤シャツ隊に志願するも断られた経験をもつイタリアの作家で、代表作『クオレ』で知られるのは誰?,"['エドモンド・デ・アミーチス', 'アミーチス']"
AIO04-0271,第4回AI王,2023/09/01,開発用データ,271,大相撲の取組で、勝利した力士に対して、協賛企業・団体から授与される賞金のことを何という？,懸賞金,,大相撲の取組で、勝利した力士に対して、協賛企業・団体から授与される賞金のことを何という?,['懸賞金']
AIO04-0272,第4回AI王,2023/09/01,開発用データ,272,英語で「ジャパニーズ・ジャイアント・クラブ」という、日本近海に生息する世界最大のカニは何？,タカアシガニ,,英語で「ジャパニーズ・ジャイアント・クラブ」という、日本近海に生息する世界最大のカニは何?,['タカアシガニ']
AIO04-0273,第4回AI王,2023/09/01,開発用データ,273,世界最南端の町ウシュアイアがある、西半分をチリ、東半分をアルゼンチンが領有する島は何？,フエゴ島,フェゴ島,世界最南端の町ウシュアイアがある、西半分をチリ、東半分をアルゼンチンが領有する島は何?,"['フエゴ島', 'フェゴ島']"
AIO04-0274,第4回AI王,2023/09/01,開発用データ,274,スマートフォンで、画面を拡大・縮小するために行う、2本の指を開いたり閉じたりする操作を何という？,ピンチ,,スマートフォンで、画面を拡大・縮小するために行う、2本の指を開いたり閉じたりする操作を何という?,['ピンチ']
AIO04-0275,第4回AI王,2023/09/01,開発用データ,275,アミラーゼやリパーゼなど、食物の栄養分を加水分解して吸収しやすいかたちにする酵素を何という？,消化酵素,,アミラーゼやリパーゼなど、食物の栄養分を加水分解して吸収しやすいかたちにする酵素を何という?,['消化酵素']
AIO04-0276,第4回AI王,2023/09/01,開発用データ,276,「アラフォー」といえば40歳前後の人のことですが、「アラカン」といえば何歳前後の人のこと？,60歳,60,「アラフォー」といえば40歳前後の人のことですが、「アラカン」といえば何歳前後の人のこと?,"['60歳', '60']"
AIO04-0277,第4回AI王,2023/09/01,開発用データ,277,スズキ、モロゲエビ、ウナギ、アマサギ、シラウオ、コイ、シジミが「七珍」とされる、中国地方の湖はどこ？,宍道湖,,スズキ、モロゲエビ、ウナギ、アマサギ、シラウオ、コイ、シジミが「七珍」とされる、中国地方の湖はどこ?,['宍道湖']
AIO04-0278,第4回AI王,2023/09/01,開発用データ,278,飴、サラリーマン、足柄山から連想される昔話は何？,金太郎,,飴、サラリーマン、足柄山から連想される昔話は何?,['金太郎']
AIO04-0279,第4回AI王,2023/09/01,開発用データ,279,チェスで、ゲーム開始時にキングの右側に置かれる、僧侶がかぶる帽子の形をかたどったコマは何？,ビショップ,,チェスで、ゲーム開始時にキングの右側に置かれる、僧侶がかぶる帽子の形をかたどったコマは何?,['ビショップ']
AIO04-0280,第4回AI王,2023/09/01,開発用データ,280,ゴルフで、ラウンド中に選手のクラブを運んだり、プレーのアドバイスをする人を何という？,キャディ,キャディー,ゴルフで、ラウンド中に選手のクラブを運んだり、プレーのアドバイスをする人を何という?,"['キャディ', 'キャディー']"
AIO04-0281,第4回AI王,2023/09/01,開発用データ,281,食パンの内側の白い部分を「クラム」といいますが、「耳」とも呼ばれる外側の茶色い部分を何という？,クラスト,,食パンの内側の白い部分を「クラム」といいますが、「耳」とも呼ばれる外側の茶色い部分を何という?,['クラスト']
AIO04-0282,第4回AI王,2023/09/01,開発用データ,282,背中に小さな翼、手には弓矢という姿で描かれる、ギリシャ神話のエロスにあたる、ローマ神話の恋の神は何？,キューピッド,"キューピット, クピードー, クピド",背中に小さな翼、手には弓矢という姿で描かれる、ギリシャ神話のエロスにあたる、ローマ神話の恋の神は何?,"['キューピッド', 'キューピット', 'クピードー', 'クピド']"
AIO04-0283,第4回AI王,2023/09/01,開発用データ,283,ヒトの膝関節にある、衝撃を吸収したり、関節の動きを滑らかにする働きを持つ軟骨を何という？,半月板,,ヒトの膝関節にある、衝撃を吸収したり、関節の動きを滑らかにする働きを持つ軟骨を何という?,['半月板']
AIO04-0284,第4回AI王,2023/09/01,開発用データ,284,アメリカのプロバスケットボールリーグ・NBAで、ウェスタンカンファレンスを構成する3つの地区とは、「ノースウェスト」「サウスウェスト」と何？,パシフィック,,アメリカのプロバスケットボールリーグ・NBAで、ウェスタンカンファレンスを構成する3つの地区とは、「ノースウェスト」「サウスウェスト」と何?,['パシフィック']
AIO04-0285,第4回AI王,2023/09/01,開発用データ,285,具材を天気に見立てた蕎麦で、大根おろしをのせたものを「みぞれ蕎麦」といいますが、細かく刻んだ貝柱をのせたものを何という？,あられ蕎麦,"あられそば, 霰蕎麦",具材を天気に見立てた蕎麦で、大根おろしをのせたものを「みぞれ蕎麦」といいますが、細かく刻んだ貝柱をのせたものを何という?,"['あられ蕎麦', 'あられそば', '霰蕎麦']"
AIO04-0286,第4回AI王,2023/09/01,開発用データ,286,ヘミングウェイの小説『老人と海』に登場する、巨大なカジキと格闘する主人公の老人の名前は何？,サンチャゴ,サンチアゴ,ヘミングウェイの小説『老人と海』に登場する、巨大なカジキと格闘する主人公の老人の名前は何?,"['サンチャゴ', 'サンチアゴ']"
AIO04-0287,第4回AI王,2023/09/01,開発用データ,287,東海道屈指の景勝地として知られる、「さかさ富士」で有名な静岡県富士市の海浜はどこ？,田子の浦,田子ノ浦,東海道屈指の景勝地として知られる、「さかさ富士」で有名な静岡県富士市の海浜はどこ?,"['田子の浦', '田子ノ浦']"
AIO04-0288,第4回AI王,2023/09/01,開発用データ,288,植物の光合成と呼吸がつり合い、見かけの光合成量が0になるときの光の強さを何という？,補償点,光補償点,植物の光合成と呼吸がつり合い、見かけの光合成量が0になるときの光の強さを何という?,"['補償点', '光補償点']"
AIO04-0289,第4回AI王,2023/09/01,開発用データ,289,フランスやイタリアを指す「オールドワールド」、アメリカやチリを指す「ニューワールド」といえば、何の飲み物に関する分類？,ワイン,,フランスやイタリアを指す「オールドワールド」、アメリカやチリを指す「ニューワールド」といえば、何の飲み物に関する分類?,['ワイン']
AIO04-0290,第4回AI王,2023/09/01,開発用データ,290,コーヒー豆の8段階の焙煎度で、もっとも浅いのはライトローストですが、もっとも深いのは何？,イタリアンロースト,,コーヒー豆の8段階の焙煎度で、もっとも浅いのはライトローストですが、もっとも深いのは何?,['イタリアンロースト']
AIO04-0291,第4回AI王,2023/09/01,開発用データ,291,国際オリンピック委員会の歴代会長で、第3代のバイエ＝ラトゥールと、第8代のジャック・ロゲは、いずれもどこの国の人物？,ベルギー,ベルギー王国,国際オリンピック委員会の歴代会長で、第3代のバイエ=ラトゥールと、第8代のジャック・ロゲは、いずれもどこの国の人物?,"['ベルギー', 'ベルギー王国']"
AIO04-0292,第4回AI王,2023/09/01,開発用データ,292,フリーアナウンサーの小島慶子、雨宮塔子、進藤晶子がかつて在籍していたテレビ局はどこ？,TBS,TBSテレビ,フリーアナウンサーの小島慶子、雨宮塔子、進藤晶子がかつて在籍していたテレビ局はどこ?,"['TBS', 'TBSテレビ']"
AIO04-0293,第4回AI王,2023/09/01,開発用データ,293,初夏に小さな紫色の花を咲かせる、北海道・富良野の風物詩としても知られるシソ科の植物は何？,ラベンダー,ラワンデル,初夏に小さな紫色の花を咲かせる、北海道・富良野の風物詩としても知られるシソ科の植物は何?,"['ラベンダー', 'ラワンデル']"
AIO04-0294,第4回AI王,2023/09/01,開発用データ,294,自らの観測結果に基づいて制作され、死後に出版された星図『天球図譜』で知られるイギリスの天文学者で、グリニッジ天文台の初代台長を務めた人物は誰？,ジョン・フラムスティード,"フラムスティード, ジョン・フラムスチード, フラムスチード",自らの観測結果に基づいて制作され、死後に出版された星図『天球図譜』で知られるイギリスの天文学者で、グリニッジ天文台の初代台長を務めた人物は誰?,"['ジョン・フラムスティード', 'フラムスティード', 'ジョン・フラムスチード', 'フラムスチード']"
AIO04-0295,第4回AI王,2023/09/01,開発用データ,295,金属を接合する作業で、接合部を加熱したり加圧したりして融合させるものを一般に何という？,溶接,,金属を接合する作業で、接合部を加熱したり加圧したりして融合させるものを一般に何という?,['溶接']
AIO04-0296,第4回AI王,2023/09/01,開発用データ,296,アフガニスタン、カザフスタン、トルコ、オランダの国花は何？,チューリップ,,アフガニスタン、カザフスタン、トルコ、オランダの国花は何?,['チューリップ']
AIO04-0297,第4回AI王,2023/09/01,開発用データ,297,焼肉のホルモンのメニューで、ウシやブタの動脈のことを、ある野菜にたとえて何という？,タケノコ,,焼肉のホルモンのメニューで、ウシやブタの動脈のことを、ある野菜にたとえて何という?,['タケノコ']
AIO04-0298,第4回AI王,2023/09/01,開発用データ,298,宝石のカットで、小粒の石を大きく見せる効果がある、ラグビーボールのように両端が尖った楕円形になるカットを何という？,マーキスカット,"マーキーズカット, マーキーズ",宝石のカットで、小粒の石を大きく見せる効果がある、ラグビーボールのように両端が尖った楕円形になるカットを何という?,"['マーキスカット', 'マーキーズカット', 'マーキーズ']"
AIO04-0299,第4回AI王,2023/09/01,開発用データ,299,「ビタミンQ」の別名もある、抗酸化作用があることから健康食品としても使用されている補酵素は何？,コエンザイムQ10,ユビキノン,「ビタミンQ」の別名もある、抗酸化作用があることから健康食品としても使用されている補酵素は何?,"['コエンザイムQ10', 'ユビキノン']"
AIO04-0300,第4回AI王,2023/09/01,開発用データ,300,ゴルフルール規則23で定められている、落ちている小石や木の葉など、原則として自由に取り除くことができる障害物を何という？,ルースインペディメント,,ゴルフルール規則23で定められている、落ちている小石や木の葉など、原則として自由に取り除くことができる障害物を何という?,['ルースインペディメント']
AIO04-0301,第4回AI王,2023/09/01,開発用データ,301,1931年に起こり、満州事変のきっかけとなった、関東軍による満州鉄道爆破事件は何？,柳条湖事件,,1931年に起こり、満州事変のきっかけとなった、関東軍による満州鉄道爆破事件は何?,['柳条湖事件']
AIO04-0302,第4回AI王,2023/09/01,開発用データ,302,保湿効果があるとして化粧品にも配合されている、表皮の角質層を形成する細胞膜に多量に存在する脂質の一種を何という？,セラミド,,保湿効果があるとして化粧品にも配合されている、表皮の角質層を形成する細胞膜に多量に存在する脂質の一種を何という?,['セラミド']
AIO04-0303,第4回AI王,2023/09/01,開発用データ,303,毎年4月にゴルフの「マスターズ・トーナメント」が行われる、アメリカ・ジョージア州の都市はどこ？,オーガスタ,,毎年4月にゴルフの「マスターズ・トーナメント」が行われる、アメリカ・ジョージア州の都市はどこ?,['オーガスタ']
AIO04-0304,第4回AI王,2023/09/01,開発用データ,304,結婚を反対された男女が身を投げたという伝説で知られる、グァムの観光地といえば何岬？,恋人岬,恋人,結婚を反対された男女が身を投げたという伝説で知られる、グァムの観光地といえば何岬?,"['恋人岬', '恋人']"
AIO04-0305,第4回AI王,2023/09/01,開発用データ,305,アネモネ、トリカブト、フクジュソウはいずれも何科の植物？,キンポウゲ科,キンポウゲ,アネモネ、トリカブト、フクジュソウはいずれも何科の植物?,"['キンポウゲ科', 'キンポウゲ']"
AIO04-0306,第4回AI王,2023/09/01,開発用データ,306,書の線を生かすために重要とされる、書道の筆の穂先にあるもっとも長い毛を何という？,命毛,,書の線を生かすために重要とされる、書道の筆の穂先にあるもっとも長い毛を何という?,['命毛']
AIO04-0307,第4回AI王,2023/09/01,開発用データ,307,ローマ字で、日本語の「ふ」を「FU」、「じ」を「JI」と表記するつづり方を何という？,ヘボン式ローマ字,ヘボン式,ローマ字で、日本語の「ふ」を「FU」、「じ」を「JI」と表記するつづり方を何という?,"['ヘボン式ローマ字', 'ヘボン式']"
AIO04-0308,第4回AI王,2023/09/01,開発用データ,308,サッカーで、無失点で抑えた試合のことを、記録用紙に得点が書き込まれないことから、「真っさらな紙」という意味で何という？,クリーンシート,,サッカーで、無失点で抑えた試合のことを、記録用紙に得点が書き込まれないことから、「真っさらな紙」という意味で何という?,['クリーンシート']
AIO04-0309,第4回AI王,2023/09/01,開発用データ,309,ピエール・ボナールやモーリス・ドニに代表される、19世紀末にパリで活動した芸術家集団を、ヘブライ語の「救世主」という意味で何という？,ナビ派,,ピエール・ボナールやモーリス・ドニに代表される、19世紀末にパリで活動した芸術家集団を、ヘブライ語の「救世主」という意味で何という?,['ナビ派']
AIO04-0310,第4回AI王,2023/09/01,開発用データ,310,等号「＝」を考案したとされる、16世紀のイギリスの数学者は誰？,ロバート・レコード,レコード,等号「=」を考案したとされる、16世紀のイギリスの数学者は誰?,"['ロバート・レコード', 'レコード']"
AIO04-0311,第4回AI王,2023/09/01,開発用データ,311,『フィガロの結婚』のケルビーノ役など、オペラで、男装する女性歌手の役を何という？,ズボン役,,『フィガロの結婚』のケルビーノ役など、オペラで、男装する女性歌手の役を何という?,['ズボン役']
AIO04-0312,第4回AI王,2023/09/01,開発用データ,312,「永久に止まらずに歩き続ける旅人」という意味がある、松尾芭蕉の『おくのほそ道』の冒頭に登場する言葉は何？,百代の過客,,「永久に止まらずに歩き続ける旅人」という意味がある、松尾芭蕉の『おくのほそ道』の冒頭に登場する言葉は何?,['百代の過客']
AIO04-0313,第4回AI王,2023/09/01,開発用データ,313,海賊ジョン・シルバーと戦う少年ジム・ホーキンズの活躍を描いた、イギリスの作家スティーヴンソンの小説は何？,宝島,,海賊ジョン・シルバーと戦う少年ジム・ホーキンズの活躍を描いた、イギリスの作家スティーヴンソンの小説は何?,['宝島']
AIO04-0314,第4回AI王,2023/09/01,開発用データ,314,国の利益のためならどんな非道徳な行為でも許されるという考え方を、イタリアの思想家の名から何という？,マキャベリズム,"マキャヴェリズム, マキアベリズム, マキャベリアニズム",国の利益のためならどんな非道徳な行為でも許されるという考え方を、イタリアの思想家の名から何という?,"['マキャベリズム', 'マキャヴェリズム', 'マキアベリズム', 'マキャベリアニズム']"
AIO04-0315,第4回AI王,2023/09/01,開発用データ,315,競技かるたで、最初に並べた札の位置を覚えるために与えられる時間は何分？,15分,15,競技かるたで、最初に並べた札の位置を覚えるために与えられる時間は何分?,"['15分', '15']"
AIO04-0316,第4回AI王,2023/09/01,開発用データ,316,所得税に適用されている、課税対象額に比例して税率が高くなる制度を何という？,累進課税制度,累進課税,所得税に適用されている、課税対象額に比例して税率が高くなる制度を何という?,"['累進課税制度', '累進課税']"
AIO04-0317,第4回AI王,2023/09/01,開発用データ,317,一般社団法人・日本喜劇人協会の初代会長を務めた喜劇役者で、「エノケン」の愛称で知られたのは誰？,榎本健一,,一般社団法人・日本喜劇人協会の初代会長を務めた喜劇役者で、「エノケン」の愛称で知られたのは誰?,['榎本健一']
AIO04-0318,第4回AI王,2023/09/01,開発用データ,318,西洋では「冬の風」、日本では「秋の空」と対比させて、その変わりやすさをたとえるものといえば何？,女心,,西洋では「冬の風」、日本では「秋の空」と対比させて、その変わりやすさをたとえるものといえば何?,['女心']
AIO04-0319,第4回AI王,2023/09/01,開発用データ,319,寄木細工、登山鉄道、温泉、駅伝から連想される観光地はどこ？,箱根,,寄木細工、登山鉄道、温泉、駅伝から連想される観光地はどこ?,['箱根']
AIO04-0320,第4回AI王,2023/09/01,開発用データ,320,代表作『ルネ・モープラン』『ジェルミニー・ラセルトゥー』で知られる、兄エドモン、弟ジュールの、19世紀のフランスの作家兄弟は何？,ゴンクール兄弟,ゴンクール,代表作『ルネ・モープラン』『ジェルミニー・ラセルトゥー』で知られる、兄エドモン、弟ジュールの、19世紀のフランスの作家兄弟は何?,"['ゴンクール兄弟', 'ゴンクール']"
AIO04-0321,第4回AI王,2023/09/01,開発用データ,321,その首長は「シンダコ」と呼ばれる、イタリアの自治体の最小単位は何？,コムーネ,,その首長は「シンダコ」と呼ばれる、イタリアの自治体の最小単位は何?,['コムーネ']
AIO04-0322,第4回AI王,2023/09/01,開発用データ,322,江戸いろはがるたで、「花より」といえば「団子」ですが、「論より」といえば後に続く言葉は何？,証拠,,江戸いろはがるたで、「花より」といえば「団子」ですが、「論より」といえば後に続く言葉は何?,['証拠']
AIO04-0323,第4回AI王,2023/09/01,開発用データ,323,フランスパンのバゲットやカンパーニュなどにみられる表面の切り込みのことをフランス語で何という？,クープ,,フランスパンのバゲットやカンパーニュなどにみられる表面の切り込みのことをフランス語で何という?,['クープ']
AIO04-0324,第4回AI王,2023/09/01,開発用データ,324,ウェゲナーの大陸移動説で、超大陸・パンゲアから分かれた2つの大陸のうち、北半球にあったのはローデシアですが、南半球にあったのは何？,ゴンドワナ,ゴンドワナ大陸,ウェゲナーの大陸移動説で、超大陸・パンゲアから分かれた2つの大陸のうち、北半球にあったのはローデシアですが、南半球にあったのは何?,"['ゴンドワナ', 'ゴンドワナ大陸']"
AIO04-0325,第4回AI王,2023/09/01,開発用データ,325,大正時代にバナナが大量に荷揚げされ、バナナの叩き売りが始まったとされる福岡県の港はどこ？,門司港,,大正時代にバナナが大量に荷揚げされ、バナナの叩き売りが始まったとされる福岡県の港はどこ?,['門司港']
AIO04-0326,第4回AI王,2023/09/01,開発用データ,326,甘味料の「キシリトール」を英語で書いたとき、頭文字になるアルファベットは何？,X,,甘味料の「キシリトール」を英語で書いたとき、頭文字になるアルファベットは何?,['X']
AIO04-0327,第4回AI王,2023/09/01,開発用データ,327,ショウリョウ、トノサマなどの種類がいる、英語では「グラスホッパー」という昆虫は何？,バッタ,"ばった, 飛蝗, 蝗虫",ショウリョウ、トノサマなどの種類がいる、英語では「グラスホッパー」という昆虫は何?,"['バッタ', 'ばった', '飛蝗', '蝗虫']"
AIO04-0328,第4回AI王,2023/09/01,開発用データ,328,パリ・モンマルトルの墓に「生きた、書いた、愛した」という墓碑銘が刻まれている作家は誰？,スタンダール,,パリ・モンマルトルの墓に「生きた、書いた、愛した」という墓碑銘が刻まれている作家は誰?,['スタンダール']
AIO04-0329,第4回AI王,2023/09/01,開発用データ,329,雪男やネッシーなど、生物学的に確認されていない未知の動物を、アルファベット3文字で何という？,UMA,,雪男やネッシーなど、生物学的に確認されていない未知の動物を、アルファベット3文字で何という?,['UMA']
AIO04-0330,第4回AI王,2023/09/01,開発用データ,330,外国人が多く暮らしていることから「ソウルの六本木」などとも呼ばれる、パク・ソジュン主演のドラマの舞台にもなった、韓国・ソウルの繁華街はどこ？,梨泰院,イテウォン,外国人が多く暮らしていることから「ソウルの六本木」などとも呼ばれる、パク・ソジュン主演のドラマの舞台にもなった、韓国・ソウルの繁華街はどこ?,"['梨泰院', 'イテウォン']"
AIO04-0331,第4回AI王,2023/09/01,開発用データ,331,ミヒャエル・エンデの童話『モモ』で、灰色の男たちが盗んだものは何？,時間,,ミヒャエル・エンデの童話『モモ』で、灰色の男たちが盗んだものは何?,['時間']
AIO04-0332,第4回AI王,2023/09/01,開発用データ,332,インド北東部ビハール州にある都市で、釈迦が悟りを開いたことから仏教の四大聖地のひとつとされているのはどこ？,ブッダガヤ,"ブダガヤ, ボードガヤー",インド北東部ビハール州にある都市で、釈迦が悟りを開いたことから仏教の四大聖地のひとつとされているのはどこ?,"['ブッダガヤ', 'ブダガヤ', 'ボードガヤー']"
AIO04-0333,第4回AI王,2023/09/01,開発用データ,333,歩行者天国が実施され、「北京の銀座」「北京のシャンゼリゼ」とも呼ばれる、中国・北京を代表する繁華街はどこ？,王府井,ワンフーチン,歩行者天国が実施され、「北京の銀座」「北京のシャンゼリゼ」とも呼ばれる、中国・北京を代表する繁華街はどこ?,"['王府井', 'ワンフーチン']"
AIO04-0334,第4回AI王,2023/09/01,開発用データ,334,イギリスの島の名前がついた、スポーツウェアなどに用いられる、柔らかく伸縮性のある生地を何という？,ジャージー,ジャージ,イギリスの島の名前がついた、スポーツウェアなどに用いられる、柔らかく伸縮性のある生地を何という?,"['ジャージー', 'ジャージ']"
AIO04-0335,第4回AI王,2023/09/01,開発用データ,335,NHK大河ドラマ『青天を衝け』ではモーリー・ロバートソンが演じた、1853年に黒船を引き連れて日本に来航したアメリカの軍人は誰？,マシュー・ペリー,"ペリー, マシュー・カルブレイス・ペリー",NHK大河ドラマ『青天を衝け』ではモーリー・ロバートソンが演じた、1853年に黒船を引き連れて日本に来航したアメリカの軍人は誰?,"['マシュー・ペリー', 'ペリー', 'マシュー・カルブレイス・ペリー']"
AIO04-0336,第4回AI王,2023/09/01,開発用データ,336,毒ヘビ、エメラルド、エリザベス・テイラーから連想される歴史上の人物は誰？,クレオパトラ7世,クレオパトラ,毒ヘビ、エメラルド、エリザベス・テイラーから連想される歴史上の人物は誰?,"['クレオパトラ7世', 'クレオパトラ']"
AIO04-0337,第4回AI王,2023/09/01,開発用データ,337,登山用語で、登山中にハンガーノックをおこすことを、「ご飯が足りずに倒れる」という意味で何という？,シャリバテ,舎利ばて,登山用語で、登山中にハンガーノックをおこすことを、「ご飯が足りずに倒れる」という意味で何という?,"['シャリバテ', '舎利ばて']"
AIO04-0338,第4回AI王,2023/09/01,開発用データ,338,「斜め一文字」や「飛龍観」と呼ばれる眺望が見られる、日本三景のひとつに数えられる景勝地はどこ？,天橋立,,「斜め一文字」や「飛龍観」と呼ばれる眺望が見られる、日本三景のひとつに数えられる景勝地はどこ?,['天橋立']
